commits,complexity,file,score
35,2202,"docs/reference/ingest/processors/enrich.asciidoc",0.0
13,772,"docs/reference/ingest/processors/fail.asciidoc",0.0
4,2289,"docs/reference/ingest/processors/fingerprint.asciidoc",0.0
9,4788,"docs/reference/ingest/processors/foreach.asciidoc",0.0
51,9758,"docs/reference/ingest/processors/geoip.asciidoc",0.3
34,12524,"docs/reference/ingest/processors/grok.asciidoc",0.3
11,1227,"docs/reference/ingest/processors/gsub.asciidoc",0.0
8,980,"docs/reference/ingest/processors/html_strip.asciidoc",0.0
57,5860,"docs/reference/ingest/processors/inference.asciidoc",0.2
9,872,"docs/reference/ingest/processors/join.asciidoc",0.0
9,2444,"docs/reference/ingest/processors/json.asciidoc",0.0
13,2109,"docs/reference/ingest/processors/kv.asciidoc",0.0
8,918,"docs/reference/ingest/processors/lowercase.asciidoc",0.0
8,3891,"docs/reference/ingest/processors/network-direction.asciidoc",0.0
23,2635,"docs/reference/ingest/processors/pipeline.asciidoc",0.0
10,1071,"docs/reference/ingest/processors/remove.asciidoc",0.0
10,963,"docs/reference/ingest/processors/rename.asciidoc",0.0
29,4000,"docs/reference/ingest/processors/script.asciidoc",0.1
10,1953,"docs/reference/ingest/processors/set-security-user.asciidoc",0.0
30,3944,"docs/reference/ingest/processors/set.asciidoc",0.1
9,1000,"docs/reference/ingest/processors/sort.asciidoc",0.0
8,1799,"docs/reference/ingest/processors/split.asciidoc",0.0
8,936,"docs/reference/ingest/processors/trim.asciidoc",0.0
8,918,"docs/reference/ingest/processors/uppercase.asciidoc",0.0
8,2407,"docs/reference/ingest/processors/uri-parts.asciidoc",0.0
8,899,"docs/reference/ingest/processors/url-decode.asciidoc",0.0
40,4846,"docs/reference/ingest/processors/user-agent.asciidoc",0.1
53,12894,"docs/reference/intro.asciidoc",0.4
32,1242,"docs/reference/licensing/delete-license.asciidoc",0.0
25,1180,"docs/reference/licensing/get-basic-status.asciidoc",0.0
33,2180,"docs/reference/licensing/get-license.asciidoc",0.0
31,1457,"docs/reference/licensing/get-trial-status.asciidoc",0.0
3,494,"docs/reference/licensing/index.asciidoc",0.0
29,2098,"docs/reference/licensing/start-basic.asciidoc",0.0
29,1531,"docs/reference/licensing/start-trial.asciidoc",0.0
56,5361,"docs/reference/licensing/update-license.asciidoc",0.2
9,233,"docs/reference/links.asciidoc",0.0
141,3461,"docs/reference/mapping.asciidoc",0.3
55,1274,"docs/reference/mapping/dynamic-mapping.asciidoc",0.0
51,4584,"docs/reference/mapping/dynamic/field-mapping.asciidoc",0.1
119,15709,"docs/reference/mapping/dynamic/templates.asciidoc",1.2
7,3219,"docs/reference/mapping/explicit-mapping.asciidoc",0.0
50,1964,"docs/reference/mapping/fields.asciidoc",0.1
6,3761,"docs/reference/mapping/fields/doc-count-field.asciidoc",0.0
58,1001,"docs/reference/mapping/fields/field-names-field.asciidoc",0.0
56,1330,"docs/reference/mapping/fields/id-field.asciidoc",0.0
8,1028,"docs/reference/mapping/fields/ignored-field.asciidoc",0.0
23,2067,"docs/reference/mapping/fields/index-field.asciidoc",0.0
26,1021,"docs/reference/mapping/fields/meta-field.asciidoc",0.0
45,4320,"docs/reference/mapping/fields/routing-field.asciidoc",0.1
81,3116,"docs/reference/mapping/fields/source-field.asciidoc",0.2
27,2076,"docs/reference/mapping/params.asciidoc",0.0
39,3976,"docs/reference/mapping/params/analyzer.asciidoc",0.1
33,2132,"docs/reference/mapping/params/coerce.asciidoc",0.0
29,2101,"docs/reference/mapping/params/copy-to.asciidoc",0.0
43,1726,"docs/reference/mapping/params/doc-values.asciidoc",0.0
27,2649,"docs/reference/mapping/params/dynamic.asciidoc",0.0
37,5188,"docs/reference/mapping/params/eager-global-ordinals.asciidoc",0.1
25,3151,"docs/reference/mapping/params/enabled.asciidoc",0.1
46,10215,"docs/reference/mapping/params/format.asciidoc",0.3
34,1720,"docs/reference/mapping/params/ignore-above.asciidoc",0.0
56,3772,"docs/reference/mapping/params/ignore-malformed.asciidoc",0.1
32,1798,"docs/reference/mapping/params/index-options.asciidoc",0.0
7,435,"docs/reference/mapping/params/index-phrases.asciidoc",0.0
13,1198,"docs/reference/mapping/params/index-prefixes.asciidoc",0.0
15,194,"docs/reference/mapping/params/index.asciidoc",0.0
11,1604,"docs/reference/mapping/params/meta.asciidoc",0.0
34,3291,"docs/reference/mapping/params/multi-fields.asciidoc",0.1
38,3205,"docs/reference/mapping/params/normalizer.asciidoc",0.0
27,1322,"docs/reference/mapping/params/norms.asciidoc",0.0
23,1327,"docs/reference/mapping/params/null-value.asciidoc",0.0
24,2004,"docs/reference/mapping/params/position-increment-gap.asciidoc",0.0
35,2527,"docs/reference/mapping/params/properties.asciidoc",0.1
23,2298,"docs/reference/mapping/params/search-analyzer.asciidoc",0.0
34,1539,"docs/reference/mapping/params/similarity.asciidoc",0.0
36,1954,"docs/reference/mapping/params/store.asciidoc",0.0
20,1898,"docs/reference/mapping/params/term-vector.asciidoc",0.0
119,265,"docs/reference/mapping/removal_of_types.asciidoc",0.0
43,42774,"docs/reference/mapping/runtime.asciidoc",1.2
128,5832,"docs/reference/mapping/types.asciidoc",0.5
7,6082,"docs/reference/mapping/types/aggregate-metric-double.asciidoc",0.0
34,3577,"docs/reference/mapping/types/alias.asciidoc",0.1
31,3353,"docs/reference/mapping/types/array.asciidoc",0.1
37,1230,"docs/reference/mapping/types/binary.asciidoc",0.0
75,4589,"docs/reference/mapping/types/boolean.asciidoc",0.2
15,2330,"docs/reference/mapping/types/constant-keyword.asciidoc",0.0
66,6420,"docs/reference/mapping/types/date.asciidoc",0.3
43,3655,"docs/reference/mapping/types/date_nanos.asciidoc",0.1
41,1114,"docs/reference/mapping/types/dense-vector.asciidoc",0.0
26,7516,"docs/reference/mapping/types/flattened.asciidoc",0.1
84,6216,"docs/reference/mapping/types/geo-point.asciidoc",0.3
132,24627,"docs/reference/mapping/types/geo-shape.asciidoc",2.1
28,5402,"docs/reference/mapping/types/histogram.asciidoc",0.1
68,3835,"docs/reference/mapping/types/ip.asciidoc",0.2
77,4876,"docs/reference/mapping/types/keyword.asciidoc",0.2
155,7363,"docs/reference/mapping/types/nested.asciidoc",0.7
63,7931,"docs/reference/mapping/types/numeric.asciidoc",0.3
31,2638,"docs/reference/mapping/types/object.asciidoc",0.1
79,13383,"docs/reference/mapping/types/parent-join.asciidoc",0.7
121,19540,"docs/reference/mapping/types/percolator.asciidoc",1.5
19,2571,"docs/reference/mapping/types/point.asciidoc",0.0
61,6365,"docs/reference/mapping/types/range.asciidoc",0.0
19,1817,"docs/reference/mapping/types/rank-feature.asciidoc",0.0
22,2586,"docs/reference/mapping/types/rank-features.asciidoc",0.0
32,8580,"docs/reference/mapping/types/search-as-you-type.asciidoc",0.2
36,14993,"docs/reference/mapping/types/shape.asciidoc",0.3
94,9265,"docs/reference/mapping/types/text.asciidoc",0.6
48,2498,"docs/reference/mapping/types/token-count.asciidoc",0.1
10,3522,"docs/reference/mapping/types/unsigned_long.asciidoc",0.0
40,4617,"docs/reference/mapping/types/wildcard.asciidoc",0.1
35,4690,"docs/reference/migration/apis/deprecation.asciidoc",0.1
79,1643,"docs/reference/migration/index.asciidoc",0.1
35,4381,"docs/reference/migration/migrate_8_0.asciidoc",0.1
5,781,"docs/reference/migration/migrate_8_0/aggregations.asciidoc",0.0
5,1946,"docs/reference/migration/migrate_8_0/allocation.asciidoc",0.0
7,1413,"docs/reference/migration/migrate_8_0/analysis.asciidoc",0.0
9,2964,"docs/reference/migration/migrate_8_0/api.asciidoc",0.0
5,623,"docs/reference/migration/migrate_8_0/breaker.asciidoc",0.0
5,1123,"docs/reference/migration/migrate_8_0/cluster.asciidoc",0.0
7,1617,"docs/reference/migration/migrate_8_0/discovery.asciidoc",0.0
7,2028,"docs/reference/migration/migrate_8_0/http.asciidoc",0.0
6,1399,"docs/reference/migration/migrate_8_0/ilm.asciidoc",0.0
15,4208,"docs/reference/migration/migrate_8_0/indices.asciidoc",0.0
7,1405,"docs/reference/migration/migrate_8_0/java.asciidoc",0.0
19,3974,"docs/reference/migration/migrate_8_0/mappings.asciidoc",0.0
4,8675,"docs/reference/migration/migrate_8_0/migrate_to_java_time.asciidoc",0.0
4,795,"docs/reference/migration/migrate_8_0/network.asciidoc",0.0
6,2536,"docs/reference/migration/migrate_8_0/node.asciidoc",0.0
6,745,"docs/reference/migration/migrate_8_0/packaging.asciidoc",0.0
7,1929,"docs/reference/migration/migrate_8_0/reindex.asciidoc",0.0
6,944,"docs/reference/migration/migrate_8_0/rollup.asciidoc",0.0
19,7304,"docs/reference/migration/migrate_8_0/search.asciidoc",0.1
15,10408,"docs/reference/migration/migrate_8_0/security.asciidoc",0.1
33,8609,"docs/reference/migration/migrate_8_0/settings.asciidoc",0.2
16,4562,"docs/reference/migration/migrate_8_0/snapshots.asciidoc",0.0
6,596,"docs/reference/migration/migrate_8_0/threadpool.asciidoc",0.0
7,2129,"docs/reference/migration/migrate_8_0/transport.asciidoc",0.0
3,224,"docs/reference/migration/migration.asciidoc",0.0
66,3368,"docs/reference/ml/anomaly-detection/apis/close-job.asciidoc",0.1
26,1451,"docs/reference/ml/anomaly-detection/apis/delete-calendar-event.asciidoc",0.0
33,1229,"docs/reference/ml/anomaly-detection/apis/delete-calendar-job.asciidoc",0.0
30,1103,"docs/reference/ml/anomaly-detection/apis/delete-calendar.asciidoc",0.0
34,1292,"docs/reference/ml/anomaly-detection/apis/delete-datafeed.asciidoc",0.0
25,2010,"docs/reference/ml/anomaly-detection/apis/delete-expired-data.asciidoc",0.0
33,1182,"docs/reference/ml/anomaly-detection/apis/delete-filter.asciidoc",0.0
43,2445,"docs/reference/ml/anomaly-detection/apis/delete-forecast.asciidoc",0.1
44,2611,"docs/reference/ml/anomaly-detection/apis/delete-job.asciidoc",0.1
30,1424,"docs/reference/ml/anomaly-detection/apis/delete-snapshot.asciidoc",0.0
26,2668,"docs/reference/ml/anomaly-detection/apis/estimate-model-memory.asciidoc",0.0
42,3375,"docs/reference/ml/anomaly-detection/apis/flush-job.asciidoc",0.1
41,2804,"docs/reference/ml/anomaly-detection/apis/forecast.asciidoc",0.1
44,6047,"docs/reference/ml/anomaly-detection/apis/get-bucket.asciidoc",0.2
35,3322,"docs/reference/ml/anomaly-detection/apis/get-calendar-event.asciidoc",0.1
38,2072,"docs/reference/ml/anomaly-detection/apis/get-calendar.asciidoc",0.1
40,5860,"docs/reference/ml/anomaly-detection/apis/get-category.asciidoc",0.1
55,5038,"docs/reference/ml/anomaly-detection/apis/get-datafeed-stats.asciidoc",0.2
43,2945,"docs/reference/ml/anomaly-detection/apis/get-datafeed.asciidoc",0.1
33,1846,"docs/reference/ml/anomaly-detection/apis/get-filter.asciidoc",0.0
37,4648,"docs/reference/ml/anomaly-detection/apis/get-influencer.asciidoc",0.1
74,13507,"docs/reference/ml/anomaly-detection/apis/get-job-stats.asciidoc",0.6
52,4210,"docs/reference/ml/anomaly-detection/apis/get-job.asciidoc",0.1
39,3280,"docs/reference/ml/anomaly-detection/apis/get-ml-info.asciidoc",0.1
52,5910,"docs/reference/ml/anomaly-detection/apis/get-overall-buckets.asciidoc",0.2
40,7474,"docs/reference/ml/anomaly-detection/apis/get-record.asciidoc",0.2
49,7530,"docs/reference/ml/anomaly-detection/apis/get-snapshot.asciidoc",0.2
7,2482,"docs/reference/ml/anomaly-detection/apis/index.asciidoc",0.0
3,2728,"docs/reference/ml/anomaly-detection/apis/ml-apis.asciidoc",0.0
40,1973,"docs/reference/ml/anomaly-detection/apis/open-job.asciidoc",0.1
35,2620,"docs/reference/ml/anomaly-detection/apis/post-calendar-event.asciidoc",0.1
28,3546,"docs/reference/ml/anomaly-detection/apis/post-data.asciidoc",0.1
34,5688,"docs/reference/ml/anomaly-detection/apis/preview-datafeed.asciidoc",0.1
34,1180,"docs/reference/ml/anomaly-detection/apis/put-calendar-job.asciidoc",0.0
32,1236,"docs/reference/ml/anomaly-detection/apis/put-calendar.asciidoc",0.0
72,4044,"docs/reference/ml/anomaly-detection/apis/put-datafeed.asciidoc",0.2
36,1664,"docs/reference/ml/anomaly-detection/apis/put-filter.asciidoc",0.0
70,9442,"docs/reference/ml/anomaly-detection/apis/put-job.asciidoc",0.4
41,3878,"docs/reference/ml/anomaly-detection/apis/revert-snapshot.asciidoc",0.1
26,3212,"docs/reference/ml/anomaly-detection/apis/set-upgrade-mode.asciidoc",0.1
50,4338,"docs/reference/ml/anomaly-detection/apis/start-datafeed.asciidoc",0.1
40,2172,"docs/reference/ml/anomaly-detection/apis/stop-datafeed.asciidoc",0.1
68,3870,"docs/reference/ml/anomaly-detection/apis/update-datafeed.asciidoc",0.2
30,1483,"docs/reference/ml/anomaly-detection/apis/update-filter.asciidoc",0.0
69,7305,"docs/reference/ml/anomaly-detection/apis/update-job.asciidoc",0.3
36,1651,"docs/reference/ml/anomaly-detection/apis/update-snapshot.asciidoc",0.0
8,2607,"docs/reference/ml/anomaly-detection/apis/upgrade-job-model-snapshot.asciidoc",0.0
33,3328,"docs/reference/ml/anomaly-detection/apis/validate-detector.asciidoc",0.1
34,1500,"docs/reference/ml/anomaly-detection/apis/validate-job.asciidoc",0.0
4,9023,"docs/reference/ml/anomaly-detection/functions/ml-count-functions.asciidoc",0.0
4,2682,"docs/reference/ml/anomaly-detection/functions/ml-geo-functions.asciidoc",0.0
5,3539,"docs/reference/ml/anomaly-detection/functions/ml-info-functions.asciidoc",0.0
4,10579,"docs/reference/ml/anomaly-detection/functions/ml-metric-functions.asciidoc",0.0
4,5402,"docs/reference/ml/anomaly-detection/functions/ml-rare-functions.asciidoc",0.0
4,3835,"docs/reference/ml/anomaly-detection/functions/ml-sum-functions.asciidoc",0.0
4,3981,"docs/reference/ml/anomaly-detection/functions/ml-time-functions.asciidoc",0.0
12,15834,"docs/reference/ml/anomaly-detection/ml-configuring-aggregations.asciidoc",0.1
14,5235,"docs/reference/ml/anomaly-detection/ml-configuring-alerts.asciidoc",0.0
3,11883,"docs/reference/ml/anomaly-detection/ml-configuring-categories.asciidoc",0.0
10,15448,"docs/reference/ml/anomaly-detection/ml-configuring-transform.asciidoc",0.1
11,5820,"docs/reference/ml/anomaly-detection/ml-configuring-url.asciidoc",0.0
4,3058,"docs/reference/ml/anomaly-detection/ml-delayed-data-detection.asciidoc",0.0
46,1451,"docs/reference/ml/df-analytics/apis/delete-dfanalytics.asciidoc",0.0
9,1520,"docs/reference/ml/df-analytics/apis/delete-trained-models-aliases.asciidoc",0.0
9,1348,"docs/reference/ml/df-analytics/apis/delete-trained-models.asciidoc",0.0
83,16068,"docs/reference/ml/df-analytics/apis/evaluate-dfanalytics.asciidoc",0.8
50,4448,"docs/reference/ml/df-analytics/apis/explain-dfanalytics.asciidoc",0.1
68,14677,"docs/reference/ml/df-analytics/apis/get-dfanalytics-stats.asciidoc",0.6
56,5331,"docs/reference/ml/df-analytics/apis/get-dfanalytics.asciidoc",0.2
14,5382,"docs/reference/ml/df-analytics/apis/get-trained-models-stats.asciidoc",0.0
33,9949,"docs/reference/ml/df-analytics/apis/get-trained-models.asciidoc",0.2
36,1024,"docs/reference/ml/df-analytics/apis/index.asciidoc",0.0
12,1229,"docs/reference/ml/df-analytics/apis/ml-df-analytics-apis.asciidoc",0.0
7,2304,"docs/reference/ml/df-analytics/apis/preview-dfanalytics.asciidoc",0.0
180,26939,"docs/reference/ml/df-analytics/apis/put-dfanalytics.asciidoc",3.1
9,3215,"docs/reference/ml/df-analytics/apis/put-trained-models-aliases.asciidoc",0.0
12,15767,"docs/reference/ml/df-analytics/apis/put-trained-models.asciidoc",0.1
49,2942,"docs/reference/ml/df-analytics/apis/start-dfanalytics.asciidoc",0.1
41,2062,"docs/reference/ml/df-analytics/apis/stop-dfanalytics.asciidoc",0.1
26,3086,"docs/reference/ml/df-analytics/apis/update-dfanalytics.asciidoc",0.1
247,66333,"docs/reference/ml/ml-shared.asciidoc",10.4
68,1353,"docs/reference/modules/cluster.asciidoc",0.0
29,4479,"docs/reference/modules/cluster/allocation_awareness.asciidoc",0.0
38,3009,"docs/reference/modules/cluster/allocation_filtering.asciidoc",0.0
83,8503,"docs/reference/modules/cluster/disk_allocator.asciidoc",0.4
53,8338,"docs/reference/modules/cluster/misc.asciidoc",0.3
48,6775,"docs/reference/modules/cluster/shards_allocation.asciidoc",0.2
18,2732,"docs/reference/modules/discovery.asciidoc",0.0
48,7546,"docs/reference/modules/discovery/bootstrapping.asciidoc",0.2
59,11018,"docs/reference/modules/discovery/discovery-settings.asciidoc",0.4
24,7214,"docs/reference/modules/discovery/discovery.asciidoc",0.1
5,1508,"docs/reference/modules/discovery/fault-detection.asciidoc",0.0
8,3269,"docs/reference/modules/discovery/publishing.asciidoc",0.0
10,3837,"docs/reference/modules/discovery/quorums.asciidoc",0.0
6,8022,"docs/reference/modules/discovery/voting.asciidoc",0.0
50,1897,"docs/reference/modules/gateway.asciidoc",0.1
109,9192,"docs/reference/modules/http.asciidoc",0.6
53,5675,"docs/reference/modules/indices/circuit_breaker.asciidoc",0.2
17,1609,"docs/reference/modules/indices/fielddata.asciidoc",0.0
15,2587,"docs/reference/modules/indices/index_management.asciidoc",0.0
12,1040,"docs/reference/modules/indices/indexing_buffer.asciidoc",0.0
21,1627,"docs/reference/modules/indices/query_cache.asciidoc",0.0
42,3093,"docs/reference/modules/indices/recovery.asciidoc",0.1
40,4813,"docs/reference/modules/indices/request_cache.asciidoc",0.1
32,1575,"docs/reference/modules/indices/search-settings.asciidoc",0.0
111,10477,"docs/reference/modules/network.asciidoc",0.7
215,17515,"docs/reference/modules/node.asciidoc",2.4
167,486,"docs/reference/modules/plugins.asciidoc",0.0
116,12389,"docs/reference/modules/remote-clusters.asciidoc",0.9
160,6591,"docs/reference/modules/threadpool.asciidoc",0.7
117,8544,"docs/reference/modules/transport.asciidoc",0.6
64,7862,"docs/reference/monitoring/collecting-monitoring-data.asciidoc",0.3
43,8622,"docs/reference/monitoring/collectors.asciidoc",0.0
22,6235,"docs/reference/monitoring/configuring-filebeat.asciidoc",0.0
117,8053,"docs/reference/monitoring/configuring-metricbeat.asciidoc",0.6
30,8197,"docs/reference/monitoring/exporters.asciidoc",0.0
22,1272,"docs/reference/monitoring/how-monitoring-works.asciidoc",0.0
32,4731,"docs/reference/monitoring/http-export.asciidoc",0.0
55,953,"docs/reference/monitoring/index.asciidoc",0.0
30,1623,"docs/reference/monitoring/indices.asciidoc",0.0
25,5037,"docs/reference/monitoring/local-export.asciidoc",0.1
13,1851,"docs/reference/monitoring/overview.asciidoc",0.0
15,1737,"docs/reference/monitoring/pause-export.asciidoc",0.0
48,5443,"docs/reference/monitoring/production.asciidoc",0.0
17,2519,"docs/reference/monitoring/troubleshooting.asciidoc",0.0
39,2983,"docs/reference/query-dsl.asciidoc",0.1
15,2771,"docs/reference/query-dsl/_query-template.asciidoc",0.0
104,4584,"docs/reference/query-dsl/bool-query.asciidoc",0.3
35,1501,"docs/reference/query-dsl/boosting-query.asciidoc",0.0
18,1669,"docs/reference/query-dsl/compound-queries.asciidoc",0.0
46,1016,"docs/reference/query-dsl/constant-score-query.asciidoc",0.0
40,2018,"docs/reference/query-dsl/dis-max-query.asciidoc",0.0
16,5695,"docs/reference/query-dsl/distance-feature-query.asciidoc",0.0
81,1623,"docs/reference/query-dsl/exists-query.asciidoc",0.0
25,2117,"docs/reference/query-dsl/full-text-queries.asciidoc",0.0
106,22226,"docs/reference/query-dsl/function-score-query.asciidoc",1.5
67,2699,"docs/reference/query-dsl/fuzzy-query.asciidoc",0.0
59,10876,"docs/reference/query-dsl/geo-bounding-box-query.asciidoc",0.0
47,5925,"docs/reference/query-dsl/geo-distance-query.asciidoc",0.0
49,3923,"docs/reference/query-dsl/geo-polygon-query.asciidoc",0.1
27,1065,"docs/reference/query-dsl/geo-queries.asciidoc",0.0
73,7129,"docs/reference/query-dsl/geo-shape-query.asciidoc",0.3
101,3926,"docs/reference/query-dsl/has-child-query.asciidoc",0.0
63,3311,"docs/reference/query-dsl/has-parent-query.asciidoc",0.0
40,584,"docs/reference/query-dsl/ids-query.asciidoc",0.0
58,13297,"docs/reference/query-dsl/intervals-query.asciidoc",0.5
23,1408,"docs/reference/query-dsl/joining-queries.asciidoc",0.0
22,929,"docs/reference/query-dsl/match-all-query.asciidoc",0.0
16,2756,"docs/reference/query-dsl/match-bool-prefix-query.asciidoc",0.0
35,3414,"docs/reference/query-dsl/match-phrase-prefix-query.asciidoc",0.0
19,1143,"docs/reference/query-dsl/match-phrase-query.asciidoc",0.0
107,8068,"docs/reference/query-dsl/match-query.asciidoc",0.0
10,2620,"docs/reference/query-dsl/minimum-should-match.asciidoc",0.0
79,9424,"docs/reference/query-dsl/mlt-query.asciidoc",0.5
98,17639,"docs/reference/query-dsl/multi-match-query.asciidoc",1.1
21,4298,"docs/reference/query-dsl/multi-term-rewrite.asciidoc",0.0
77,5690,"docs/reference/query-dsl/nested-query.asciidoc",0.0
57,2221,"docs/reference/query-dsl/parent-id-query.asciidoc",0.0
103,19706,"docs/reference/query-dsl/percolate-query.asciidoc",1.3
11,1033,"docs/reference/query-dsl/pinned-query.asciidoc",0.0
45,2156,"docs/reference/query-dsl/prefix-query.asciidoc",0.1
103,16748,"docs/reference/query-dsl/query-string-query.asciidoc",0.0
73,9588,"docs/reference/query-dsl/query-string-syntax.asciidoc",0.4
32,3760,"docs/reference/query-dsl/query_filter_context.asciidoc",0.1
99,6411,"docs/reference/query-dsl/range-query.asciidoc",0.4
27,10094,"docs/reference/query-dsl/rank-feature-query.asciidoc",0.2
50,3130,"docs/reference/query-dsl/regexp-query.asciidoc",0.1
28,4888,"docs/reference/query-dsl/regexp-syntax.asciidoc",0.0
45,3833,"docs/reference/query-dsl/script-query.asciidoc",0.1
57,11882,"docs/reference/query-dsl/script-score-query.asciidoc",0.0
4,779,"docs/reference/query-dsl/shape-queries.asciidoc",0.0
25,4535,"docs/reference/query-dsl/shape-query.asciidoc",0.0
65,9095,"docs/reference/query-dsl/simple-query-string-query.asciidoc",0.4
16,877,"docs/reference/query-dsl/span-containing-query.asciidoc",0.0
12,1479,"docs/reference/query-dsl/span-field-masking-query.asciidoc",0.0
21,609,"docs/reference/query-dsl/span-first-query.asciidoc",0.0
33,1422,"docs/reference/query-dsl/span-multi-term-query.asciidoc",0.0
17,900,"docs/reference/query-dsl/span-near-query.asciidoc",0.0
21,1642,"docs/reference/query-dsl/span-not-query.asciidoc",0.0
17,627,"docs/reference/query-dsl/span-or-query.asciidoc",0.0
14,2651,"docs/reference/query-dsl/span-queries.asciidoc",0.0
20,917,"docs/reference/query-dsl/span-term-query.asciidoc",0.0
16,864,"docs/reference/query-dsl/span-within-query.asciidoc",0.0
27,1675,"docs/reference/query-dsl/special-queries.asciidoc",0.0
37,2329,"docs/reference/query-dsl/term-level-queries.asciidoc",0.0
68,5033,"docs/reference/query-dsl/term-query.asciidoc",0.2
91,5463,"docs/reference/query-dsl/terms-query.asciidoc",0.3
33,5756,"docs/reference/query-dsl/terms-set-query.asciidoc",0.0
60,2501,"docs/reference/query-dsl/wildcard-query.asciidoc",0.1
23,770,"docs/reference/query-dsl/wrapper-query.asciidoc",0.0
552,37546,"docs/reference/redirects.asciidoc",13.2
308,193,"docs/reference/release-notes.asciidoc",0.0
10,1276,"docs/reference/release-notes/8.0.0-alpha1.asciidoc",0.0
99,791,"docs/reference/release-notes/highlights.asciidoc",0.0
6,1507,"docs/reference/repositories-metering-api/apis/clear-repositories-metering-archive.asciidoc",0.0
6,1487,"docs/reference/repositories-metering-api/apis/get-repositories-metering.asciidoc",0.0
12,6076,"docs/reference/repositories-metering-api/apis/repositories-meterings-body.asciidoc",0.0
338,34057,"docs/reference/rest-api/common-parms.asciidoc",7.3
13,6147,"docs/reference/rest-api/cron-expressions.asciidoc",0.0
70,281,"docs/reference/rest-api/defs.asciidoc",0.0
163,3399,"docs/reference/rest-api/index.asciidoc",0.4
81,5306,"docs/reference/rest-api/info.asciidoc",0.3
50,9593,"docs/reference/rest-api/usage.asciidoc",0.3
26,1211,"docs/reference/rollup/api-quickref.asciidoc",0.0
35,2588,"docs/reference/rollup/apis/delete-job.asciidoc",0.1
54,8077,"docs/reference/rollup/apis/get-job.asciidoc",0.3
67,10330,"docs/reference/rollup/apis/put-job.asciidoc",0.4
52,5417,"docs/reference/rollup/apis/rollup-caps.asciidoc",0.2
47,4702,"docs/reference/rollup/apis/rollup-index-caps.asciidoc",0.1
37,7639,"docs/reference/rollup/apis/rollup-search.asciidoc",0.2
37,1507,"docs/reference/rollup/apis/start-job.asciidoc",0.0
46,2622,"docs/reference/rollup/apis/stop-job.asciidoc",0.1
12,1129,"docs/reference/rollup/index.asciidoc",0.0
24,4902,"docs/reference/rollup/overview.asciidoc",0.1
12,650,"docs/reference/rollup/rollup-agg-limitations.asciidoc",0.0
17,837,"docs/reference/rollup/rollup-apis.asciidoc",0.0
36,11033,"docs/reference/rollup/rollup-getting-started.asciidoc",0.3
35,6125,"docs/reference/rollup/rollup-search-limitations.asciidoc",0.1
28,8254,"docs/reference/rollup/understanding-groups.asciidoc",0.1
7,1474,"docs/reference/scripting.asciidoc",0.0
14,2656,"docs/reference/scripting/apis/create-stored-script-api.asciidoc",0.0
4,1013,"docs/reference/scripting/apis/delete-stored-script-api.asciidoc",0.0
4,511,"docs/reference/scripting/apis/get-script-contexts-api.asciidoc",0.0
4,554,"docs/reference/scripting/apis/get-script-languages-api.asciidoc",0.0
4,1083,"docs/reference/scripting/apis/get-stored-script-api.asciidoc",0.0
7,1001,"docs/reference/scripting/apis/script-apis.asciidoc",0.0
4,14019,"docs/reference/scripting/common-script-uses.asciidoc",0.0
8,5559,"docs/reference/scripting/expression.asciidoc",0.0
34,7263,"docs/reference/scripting/fields.asciidoc",0.2
13,1568,"docs/reference/scripting/painless.asciidoc",0.0
25,5001,"docs/reference/scripting/security.asciidoc",0.1
68,15675,"docs/reference/scripting/using.asciidoc",0.7
169,1814,"docs/reference/search.asciidoc",0.2
40,13223,"docs/reference/search/async-search.asciidoc",0.3
20,2147,"docs/reference/search/clear-scroll-api.asciidoc",0.0
93,3825,"docs/reference/search/count.asciidoc",0.2
84,5616,"docs/reference/search/explain.asciidoc",0.3
72,8735,"docs/reference/search/field-caps.asciidoc",0.4
116,12997,"docs/reference/search/multi-search.asciidoc",1.0
17,5370,"docs/reference/search/point-in-time-api.asciidoc",0.1
168,36825,"docs/reference/search/profile.asciidoc",3.9
141,19341,"docs/reference/search/rank-eval.asciidoc",1.7
37,4956,"docs/reference/search/scroll-api.asciidoc",0.1
53,5860,"docs/reference/search/search-shards.asciidoc",0.2
179,17359,"docs/reference/search/search-template.asciidoc",2.0
3,6331,"docs/reference/search/search-your-data/collapse-search-results.asciidoc",0.0
3,8569,"docs/reference/search/search-your-data/filter-search-results.asciidoc",0.0
8,37980,"docs/reference/search/search-your-data/highlighting.asciidoc",0.2
3,1116,"docs/reference/search/search-your-data/long-running-searches.asciidoc",0.0
14,19854,"docs/reference/search/search-your-data/paginate-search-results.asciidoc",0.2
30,19731,"docs/reference/search/search-your-data/retrieve-selected-fields.asciidoc",0.4
6,12693,"docs/reference/search/search-your-data/search-across-clusters.asciidoc",0.0
3,5762,"docs/reference/search/search-your-data/search-shard-routing.asciidoc",0.0
31,16826,"docs/reference/search/search-your-data/search-your-data.asciidoc",0.3
5,17179,"docs/reference/search/search-your-data/sort-search-results.asciidoc",0.1
220,23969,"docs/reference/search/search.asciidoc",3.4
53,4237,"docs/reference/search/suggesters.asciidoc",0.1
154,12094,"docs/reference/search/suggesters/completion-suggest.asciidoc",1.2
86,11542,"docs/reference/search/suggesters/context-suggest.asciidoc",0.0
19,2309,"docs/reference/search/suggesters/misc.asciidoc",0.0
